"id","BK_id","Year","Price","Lost","Reason_for_Lost","DateIn"
"501","289","2014","510","FALSE",NULL,"2019-11-27"
"502","282","2014","390","FALSE",NULL,"2019-11-27"
"503","282","2014","390","FALSE",NULL,"2019-11-27"
"504","280","2009","242","FALSE",NULL,"2019-11-27"
"505","279","2009","179","FALSE",NULL,"2019-11-27"
"506","278","2009","244","FALSE",NULL,"2019-11-27"
"507","277","2010","290","FALSE",NULL,"2019-11-27"
"508","276","2010","290","FALSE",NULL,"2019-11-27"
"509","275","2009","255","FALSE",NULL,"2019-11-27"
"510","238","2012","418","FALSE",NULL,"2019-11-27"
"511","239","2012","394","FALSE",NULL,"2019-11-27"
"512","1","2003","550","FALSE",NULL,"2019-11-27"
"513","290","2003","539","FALSE",NULL,"2019-11-27"
"514","114","2010","450","FALSE",NULL,"2019-09-02"
"515","159","2018","400","FALSE",NULL,"2019-09-02"
"516","159","2018","400","FALSE",NULL,"2019-09-02"
"517","159","2018","400","FALSE",NULL,"2019-09-02"
"518","159","2018","400","FALSE",NULL,"2019-09-02"
"519","159","2018","400","FALSE",NULL,"2019-09-02"
"520","162","2018","400","FALSE",NULL,NULL
"521","162","2018","400","FALSE",NULL,NULL
"522","162","2018","400","FALSE",NULL,NULL
"523","162","2018","400","FALSE",NULL,NULL
"524","162","2018","400","FALSE",NULL,NULL
"525","291","2017","510","FALSE",NULL,NULL
"526","292","2010","739","FALSE",NULL,NULL
"527","293","2005","394","FALSE",NULL,NULL
"528","294","2003","400","FALSE",NULL,NULL
"529","295","2018","592","FALSE",NULL,NULL
"530","95",NULL,"60","FALSE",NULL,NULL
